Target,Prediction,Tissue,Genotype,Treatment
ERX1946687,14.297114,rosette leaf,--,Cold4C 3h*
ERX1946688,16.109215,rosette leaf,--,Cold4C 6h*
ERX1946689,21.875061,rosette leaf,--,Cold4C 9h*
ERX1946691,22.030422,rosette leaf,--,Cold4C 15h*
ERX1946693,21.74694,rosette leaf,--,Cold4C 21h*
ERX1946694,24.073967,rosette leaf,--,Cold4C 24h*
ERX1946679,12.970308,rosette leaf,--,--
ERX1946697,16.29403,rosette leaf,--,Cold4C 78h*
ERX1946698,16.205524,rosette leaf,--,Cold4C 81h*
ERX1946699,16.322504,rosette leaf,--,Cold4C 84h*
ERX1946701,13.235449,rosette leaf,--,Cold4C 90h*
ERX1946702,14.743623,rosette leaf,--,Cold4C 93h*
ERX1946703,15.925021,rosette leaf,--,Cold4C 96h*
ERX1946680,12.211758,rosette leaf,--,--
ERX1946681,13.23061,rosette leaf,--,--
ERX1946682,11.565067,rosette leaf,--,--
ERX1946683,12.429462,rosette leaf,--,--
ERX1946684,19.107664,rosette leaf,--,--
ERX1946685,14.199973,rosette leaf,--,--
ERX1946686,12.9419365,rosette leaf,--,Mock
ERX3311952,12.265123,flower buds,wild type,--
ERX3311994,16.168707,seedling,wild type,--
ERX3311977,17.932158,seedling,knl2 mutant,--
ERX3430782,12.016331,leaf,wild type,--
ERX3430786,14.228056,leaf,mail1-1,--
ERX3430784,13.363,leaf,main-2,--
ERX3466595,19.07589,hypocotyl,--,--
ERX3556886,0.0,leaf,wild type,A2
ERX3557010,0.0,leaf,wild type,A2
ERX3557138,0.2209913,leaf,wild type,A2
ERX3556878,0.011307087,leaf,wild type,A4
ERX3557002,0.0,leaf,wild type,A4
ERX3557130,0.0,leaf,wild type,A4
ERX3556882,0.05459163,leaf,wild type,KV
ERX3557006,0.2439181,leaf,wild type,KV
ERX3557134,0.0,leaf,wild type,KV
ERX3557254,0.0,leaf,wild type,untreated
ERX3557258,0.0,leaf,wild type,untreated
ERX3557262,0.0,leaf,wild type,untreated
ERX3556874,0.0,leaf,wild type,mock
ERX3556998,0.0,leaf,wild type,mock
ERX3557126,0.0,leaf,wild type,mock
ERX3556902,0.1482658,leaf,eds1-2*,A2
ERX3557026,0.0,leaf,eds1-2*,A2
ERX3557170,0.0,leaf,eds1-2*,A2
ERX3556894,0.16709273,leaf,eds1-2*,A4
ERX3557018,0.0,leaf,eds1-2*,A4
ERX3557162,0.0,leaf,eds1-2*,A4
ERX3556898,0.0,leaf,eds1-2*,KV
ERX3557022,0.0,leaf,eds1-2*,KV
ERX3557166,0.0,leaf,eds1-2*,KV
ERX3556890,0.0,leaf,eds1-2*,mock
ERX3557014,0.0,leaf,eds1-2*,mock
ERX3557158,0.0,leaf,eds1-2*,mock
ERX3556946,0.0,leaf,myc2 myc3 myc4*,A2
ERX3557074,0.3845027,leaf,myc2 myc3 myc4*,A2
ERX3557202,0.0,leaf,myc2 myc3 myc4*,A2
ERX3556938,0.35214218,leaf,myc2 myc3 myc4*,A4
ERX3557066,0.0,leaf,myc2 myc3 myc4*,A4
ERX3557194,0.0,leaf,myc2 myc3 myc4*,A4
ERX3556942,0.5011983,leaf,myc2 myc3 myc4*,KV
ERX3557070,0.0,leaf,myc2 myc3 myc4*,KV
ERX3557198,0.0,leaf,myc2 myc3 myc4*,KV
ERX3556934,0.0,leaf,myc2 myc3 myc4*,mock
ERX3557062,0.0,leaf,myc2 myc3 myc4*,mock
ERX3557190,0.0,leaf,myc2 myc3 myc4*,mock
ERX3556978,0.0,leaf,pad4 ein2 dde2 sid2*,A2
ERX3557106,0.0,leaf,pad4 ein2 dde2 sid2*,A2
ERX3557234,0.0,leaf,pad4 ein2 dde2 sid2*,A2
ERX3556970,0.0,leaf,pad4 ein2 dde2 sid2*,A4
ERX3557098,0.0,leaf,pad4 ein2 dde2 sid2*,A4
ERX3557226,0.0,leaf,pad4 ein2 dde2 sid2*,A4
ERX3556974,0.0,leaf,pad4 ein2 dde2 sid2*,KV
ERX3557102,0.0,leaf,pad4 ein2 dde2 sid2*,KV
ERX3557230,0.0,leaf,pad4 ein2 dde2 sid2*,KV
ERX3556966,0.0,leaf,pad4 ein2 dde2 sid2*,mock
ERX3557094,0.0,leaf,pad4 ein2 dde2 sid2*,mock
ERX3557222,0.0,leaf,pad4 ein2 dde2 sid2*,mock
ERX3556918,0.42309526,leaf,rrs1-3 rrs1b-1*,A2
ERX3557042,0.0,leaf,rrs1-3 rrs1b-1*,A2
ERX3557154,0.0,leaf,rrs1-3 rrs1b-1*,A2
ERX3556910,0.13267384,leaf,rrs1-3 rrs1b-1*,A4
ERX3557034,0.0,leaf,rrs1-3 rrs1b-1*,A4
ERX3557146,0.0,leaf,rrs1-3 rrs1b-1*,A4
ERX3556914,0.35409328,leaf,rrs1-3 rrs1b-1*,KV
ERX3557038,0.0,leaf,rrs1-3 rrs1b-1*,KV
ERX3557150,0.0,leaf,rrs1-3 rrs1b-1*,KV
ERX3556906,0.122352935,leaf,rrs1-3 rrs1b-1*,mock
ERX3557030,0.0,leaf,rrs1-3 rrs1b-1*,mock
ERX3557142,0.0,leaf,rrs1-3 rrs1b-1*,mock
ERX3556930,0.0,leaf,sard1 cbp60g*,A2
ERX3557058,0.0,leaf,sard1 cbp60g*,A2
ERX3557186,0.13895597,leaf,sard1 cbp60g*,A2
ERX3556926,0.0,leaf,sard1 cbp60g*,A4
ERX3557050,0.0,leaf,sard1 cbp60g*,A4
ERX3557178,0.20086397,leaf,sard1 cbp60g*,A4
ERX3557266,0.38416436,leaf,sard1 cbp60g*,KV
ERX3557054,0.0,leaf,sard1 cbp60g*,KV
ERX3557182,0.0,leaf,sard1 cbp60g*,KV
ERX3556922,0.16912134,leaf,sard1 cbp60g*,mock
ERX3557046,0.0,leaf,sard1 cbp60g*,mock
ERX3557174,0.0,leaf,sard1 cbp60g*,mock
ERX3556994,0.0,leaf,sid2*,A2
ERX3557122,0.0,leaf,sid2*,A2
ERX3557250,0.0,leaf,sid2*,A2
ERX3556986,0.08980163,leaf,sid2*,A4
ERX3557114,0.08508315,leaf,sid2*,A4
ERX3557242,0.0,leaf,sid2*,A4
ERX3556990,0.25243163,leaf,sid2*,KV
ERX3557118,0.0,leaf,sid2*,KV
ERX3557246,0.5270184,leaf,sid2*,KV
ERX3556982,0.0,leaf,sid2*,mock
ERX3557110,0.0,leaf,sid2*,mock
ERX3557238,0.0,leaf,sid2*,mock
ERX3556962,0.0,leaf,tpr1 tpl tpr4*,A2
ERX3557090,0.0,leaf,tpr1 tpl tpr4*,A2
ERX3557218,0.10525122,leaf,tpr1 tpl tpr4*,A2
ERX3556954,0.0,leaf,tpr1 tpl tpr4*,A4
ERX3557082,0.0,leaf,tpr1 tpl tpr4*,A4
ERX3557210,0.0,leaf,tpr1 tpl tpr4*,A4
ERX3556958,0.0,leaf,tpr1 tpl tpr4*,KV
ERX3557086,0.0,leaf,tpr1 tpl tpr4*,KV
ERX3557214,0.0,leaf,tpr1 tpl tpr4*,KV
ERX3556950,0.0,leaf,tpr1 tpl tpr4*,mock
ERX3557078,0.0,leaf,tpr1 tpl tpr4*,mock
ERX3557206,0.0,leaf,tpr1 tpl tpr4*,mock
ERX534171,20.778574,root,--,Mock
ERX534172,13.680322,shoot,--,Mock
ERX534173,57.03939,root,--,cold
ERX534174,18.234276,shoot,--,cold
SRX335638,17.450796,leaves,--,--
SRX335639,18.389177,leaves,--,--
SRX335640,10.045732,leaves,wild type,Mock
SRX335653,11.79603,leaves,wild type,LPS
SRX384068,12.117346,leaves,wild type,MeJA
SRX384124,11.692177,leaves,wild type,SA
SRX384012,11.750857,leaves,wild type,Mock
SRX384072,14.690229,leaves,wild type,MeJA
SRX384017,13.101501,leaves,wild type,Mock
SRX384008,9.309858,leaves,wild type,--
SRX384080,19.47065,leaves,wild type,MeJA
SRX384136,12.359197,leaves,wild type,SA
SRX384168,16.25065,leaves,wild type,SA
SRX384056,11.942588,leaves,wild type,Mock
SRX384120,8.976741,leaves,wild type,MeJA
SRX384064,11.229795,leaves,wild type,Mock
SRX384076,14.715002,leaves,wild type,MeJA
SRX384132,10.649021,leaves,wild type,SA
SRX384084,17.237171,leaves,wild type,MeJA
SRX384140,11.416075,leaves,wild type,SA
SRX384088,18.47326,leaves,wild type,MeJA
SRX384144,13.160571,leaves,wild type,SA
SRX384148,15.702257,leaves,wild type,SA
SRX384036,16.693623,leaves,wild type,Mock
SRX384152,14.268963,leaves,wild type,SA
SRX384040,15.783563,leaves,wild type,Mock
SRX384044,13.944404,leaves,wild type,Mock
SRX384160,16.513947,leaves,wild type,SA
SRX384048,12.363609,leaves,wild type,Mock
SRX384052,11.773842,leaves,wild type,Mock
SRX377505,10.413864,aerial seedling,Seq_mutant,--
SRX485653,17.85619,root,--,Mock
SRX485655,20.0187,root,--,Pi starvation
SRX2483014,18.419039,--,GIO12,--
SRX2482993,25.014711,--,gio11/12,--
SRX2482983,15.72214,--,wild type,--
SRX2483001,18.691183,--,wrkyA mutant,--
SRX799490,17.21603,seedlings,ga1 max1,Mock
SRX799517,17.596132,seedlings,ga1 max1,120 min GA
SRX799523,17.825722,seedlings,ga1 max1,120 min GA + GR24
SRX799520,17.808937,seedlings,ga1 max1,120 min GR24
SRX799488,17.622864,seedlings,ga1 max1,Mock
SRX799496,19.57471,seedlings,ga1 max1,30 min GA
SRX799502,22.417126,seedlings,ga1 max1,30 min GA + GR24
SRX799499,21.219091,seedlings,ga1 max1,30 min GR24
SRX799493,24.2,seedlings,ga1 max1,acetone 0.05 % (v/v) and ethanol 0.1 % (v/v)
SRX799508,15.349391,seedlings,ga1 max1,60 min GA
SRX799514,22.557266,seedlings,ga1 max1,60 min GA + GR24
SRX799511,23.154987,seedlings,ga1 max1,60 min GR24
SRX799505,21.472446,seedlings,ga1 max1,Mock
SRX1034780,8.97892,apical shoot meristem,--,--
SRX1034786,11.33507,apical shoot meristem,--,--
SRX1068202,10.131406,apical shoot meristem,--,--
SRX1034787,8.557021,apical shoot meristem,--,--
SRX1068195,10.665847,apical shoot meristem,--,--
SRX860911,15.071663,cultured  cell,--,Mock
SRX867277,23.209858,anther,wild type,--
SRX867282,10.344801,anther,bhlh010 bhlh089 bhlh091,--
SRX867280,7.527238,anther,bhlh010 bhlh089,--
SRX957830,26.452332,cultured  cell,--,Mock
SRX957882,24.874718,cultured  cell,--,Ln_100uM
SRX957878,25.990078,cultured  cell,--,Ln_10uM
SRX957885,29.68754,cultured  cell,--,NO2-Ln_10uM
SRX957875,25.407146,cultured  cell,--,MeOH
GSM1694254,29.086035,stem,soc1-ful,--
SRX1059375,18.28977,seed,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod"
SRX1059381,26.725199,seed,soar1-2,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod"
SRX1080999,13.002311,aerial seedling,--,--
SRX1150141,15.5829115,inflorescence,ant ail6 double mutant,--
GSM1864018,13.506029,whole plant,wild type,--
SRX1520908,15.420505,leaves,--,Mock
SRX1671196,21.012661,leaves,--,He-deHicient
SRX1671149,13.118174,leaves,--,Mock
SRX1671199,19.543001,leaves,--,He-deHicient
SRX1671203,18.547459,leaves,--,He-deHicient
SRX1671153,11.79333,leaves,--,Mock
SRX1667997,14.509015,shoot apex,--,--
SRX1795774,10.492701,anther,--,--
SRX1795824,12.201574,anther,--,--
SRX1795967,10.8520975,Inflorescence axis,--,--
SRX1796153,12.578528,carpels,--,--
SRX1795769,14.470674,carpels,--,--
SRX1795814,10.212237,carpels,--,--
SRX1796162,35.154373,seed,--,--
SRX1795852,26.88455,flower,--,--
SRX1795861,26.315514,flower,--,--
SRX1795871,17.760487,flower,--,--
SRX1795883,17.209326,flower,--,--
SRX1795938,16.751823,flower,--,--
SRX1795955,17.078228,flower,--,--
SRX1795956,15.557876,flower,--,--
SRX1795958,11.835373,inflorescence,--,--
SRX1795952,15.1437235,flower,--,--
SRX1795953,20.22435,flower,--,--
SRX1796178,23.564154,seed,--,--
SRX1796183,19.558132,seed,--,--
SRX1796187,25.73449,seed,--,--
SRX1795972,26.746002,internode,--,--
SRX1795749,13.107577,leaf blade,--,--
SRX1795734,6.6448617,leaf blade,--,--
SRX1795740,8.164825,leaf blade,--,--
SRX1795744,10.338522,leaf blade,--,--
SRX1795746,20.266594,leaf petiole,--,--
SRX1795751,34.846462,leaf petiole,--,--
SRX1795729,8.264743,leaf petiole,--,--
SRX1795738,8.379749,leaf petiole,--,--
SRX1795741,10.476948,leaf petiole,--,--
SRX1795748,26.463644,leaf midrib,--,--
SRX1795756,46.63875,leaf midrib,--,--
SRX1795742,8.645635,leaf midrib,--,--
SRX1795750,17.39375,leaves,--,--
SRX1795762,22.911232,anther,--,--
SRX1796089,11.888294,ovule,--,--
SRX1795961,11.8750515,pedicel,--,--
SRX1795791,15.156692,petal,--,--
SRX1796193,25.458609,pod,--,--
SRX1795974,18.335688,pod,--,--
SRX1795997,24.471071,pod,--,--
SRX1796018,18.343437,pod,--,--
SRX1795720,19.341272,root,--,--
SRX1795653,13.608442,root apex,--,--
SRX1795648,12.457729,cotyledon,--,--
SRX1795639,17.63718,hypocotyl,--,--
SRX1796199,23.797829,internode,--,--
SRX1796196,50.900574,siliques,--,--
SRX1795803,20.226616,sepal,--,--
SRX1795837,14.506427,sepal,--,--
SRX1795976,24.717045,siliques,--,--
SRX1795998,24.860626,siliques,--,--
SRX1796030,19.118914,siliques,--,--
SRX1795783,13.102177,stamen filament,--,--
SRX1796146,13.233484,stigma,--,--
SRX1796042,10.544357,seed,--,--
SRX1796053,11.015322,seed,--,--
SRX1796065,11.674291,seed,--,--
SRX1796073,9.492073,seed,--,--
SRX1796085,13.591744,seed,--,--
GSM2096914,8.255583,seedlings,atalkbh10b -/-,--
SRX1712745,10.357751,leaves,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--
SRX1712748,17.21791,leaves,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--
SRX1712751,13.303055,leaves,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--
SRX1712754,12.520735,leaves,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--
SRX1712757,12.900785,leaves,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--
SRX1716761,36.816437,root,--,Mock
SRX1759233,27.82502,root,OUT5,--
SRX1759239,29.314585,root,OUT5,--
SRX1759230,22.790129,root,wild type,--
SRX1759236,30.446373,root,wild type,--
GSM2157790,15.727228,whole plant,wild type,--
SRX1881751,16.059078,leaves,--,cold
SRX1881839,30.319386,leaves,--,cold
SRX1881841,22.308792,leaves,--,cold
SRX1881753,21.582626,leaves,--,cold
SRX1881761,25.269894,leaves,--,cold
SRX1881868,13.88979,leaves,--,heat
SRX1881889,19.59194,leaves,--,heat
SRX1881908,31.045885,leaves,--,heat
SRX1882433,25.739021,leaves,--,wounding
SRX1882503,16.670424,leaves,--,wounding
SRX1882526,10.515306,leaves,--,wounding
SRX1882458,21.606049,leaves,--,wounding
SRX1882551,11.809727,leaves,--,wounding
SRX1882481,15.998898,leaves,--,wounding
GSM2204073,14.4767685,rosette leaves,--,Alternaria brassicicola treated
GSM2204070,12.792915,rosette leaves,--,mock treated
GSM2204067,13.631424,rosette leaves,--,untreated
SRX1977887,19.9897,root,Col1,P-limited
SRX1977890,26.884777,root,Col1,Mock
SRX1977893,21.369633,root,Col2,P-limited
SRX1977896,26.559875,root,Col2,Mock
SRX1977869,23.26468,root,cbl1,P-limited
SRX1977872,36.210785,root,cbl1,P-replete
SRX1977875,20.335144,root,cipk14,P-limited
SRX1977878,25.992594,root,cipk14,P-replete
SRX1977881,17.20802,root,cipk2,P-limited
SRX1977884,28.105553,root,cipk2,P-replete
SRX1977899,19.818027,root,msf1,P-limited
SRX1977902,22.668865,root,msf1,P-replete
SRX1977905,19.700045,root,pfs2,P-limited
SRX1977908,31.478024,root,pfs2,P-replete
SRX1977911,26.291956,root,pho2,P-limited
SRX1977914,21.960093,root,pho2,P-replete
SRX1977917,20.738976,root,phr1_1,P-limited
SRX1977920,20.334427,root,phr1_1,P-replete
SRX1977923,18.265223,root,phr1_2,P-limited
SRX1977929,16.710407,root,prce1,P-limited
SRX1977932,23.366974,root,prce1,P-replete
SRX1977935,18.615963,root,prce2,P-limited
SRX1977938,32.652195,root,prce2,P-replete
SRX1977941,19.496078,root,prce3,P-limited
SRX1977944,22.000679,root,prce3,P-replete
SRX1977947,21.400215,root,s6k2,P-limited
SRX1977950,20.489681,root,s6k2,P-replete
SRX1977953,20.395542,root,stp10,P-limited
SRX1977956,22.96871,root,stp10,P-replete
GSM2301215,20.248323,leaves,bou T-DNA insertion line,--
GSM2301227,17.604576,leaves,bou T-DNA insertion line,--
GSM2301212,14.643624,leaves,wild type,Mock
GSM2301224,14.4633465,leaves,wild type,Photoperiod
GSM2302841,17.238686,10days seedlings,wild type,Mock
GSM2302845,15.7431965,10days seedlings,wild type,zebularine
GSM2302843,21.873737,10days seedlings,rtel1-3 mutant,Mock
GSM2302847,15.657511,10days seedlings,rtel1-3 mutant,zebularine
SRX2436392,25.038267,seedlings,--,Pi minus
SRX2436385,14.847491,seedlings,--,Pi plus
GSM2981930,18.313103,leaves,35S:TET1,--
GSM2981927,21.865406,leaves,wild type,--
GSM2474318,17.04033,cultured  cell,--,Dark
GSM2474314,14.767036,cultured  cell,--,Mock
SRX2613522,20.060394,seedlings,wild type,MeJA
SRX2613520,21.638496,seedlings,wild type,Mock
SRX2613525,11.74628,seedlings,wild type,--
SRX2613514,28.342701,seedlings,ago1-36,MeJA
SRX2613511,23.952185,seedlings,ago1-36,MeJA control
SRX2613517,16.484108,seedlings,ago1-36,none
SRX2641358,14.832098,seedlings,--,--
SRX2641361,16.541553,seedlings,--,--
SRX2700311,9.623114,growth points,BpFLC over expression,--
SRX2700310,10.748043,growth points,BpFLC over expression,--
SRX2700313,14.125445,growth points,wild type,--
SRX2700312,11.128514,growth points,wild type,--
SRX3268651,7.1305647,rosette leaf,wild type,--
GSM2561483,12.689249,root,wild type,Mock
GSM2561487,23.894367,root,wild type,Al3+*
SRX2702471,19.238953,flower bud,--,Mock
SRX2702468,22.616219,flower bud,--,Cu-limiting
SRX2702477,26.034082,flower,--,Mock
SRX2702474,36.687653,flower,--,Cu-limiting
SRX2768414,16.226599,stamen,arf8-7,--
SRX2768416,19.690556,stamen,arf8-7,--
SRX2768410,17.815857,stamen,wild type,--
SRX2768412,15.845552,stamen,wild type,--
SRX2750232,11.766212,seedlings,wild type,--
SRX2750236,8.545706,seedlings,mac3amac3b,--
SRX2750234,6.928912,seedlings,mac7-1,--
SRX2750238,11.63903,seedlings,prl1prl2,--
SRX2977304,1.2220231,pollen grains,wild type,Mock
SRX2977314,3.7149165,pollen grains,wild type,heat 40
SRX2977305,1.62377,pollen grains,cngc16-2 -/-,Mock
SRX2977306,4.406371,pollen grains,cngc16-2 -/-,heat stress
SRX3033529,11.622802,leaves,myb48myb59,--
SRX3066603,29.426704,leaves,--,--
SRX3178394,15.757314,seedlings,prp4a-1 kinase mutant,--
SRX3178390,17.986477,seedlings,sac3a-3 mutant,--
SRX3178396,17.944815,seedlings,wild type,--
SRX5371760,17.091194,cotyledon,--,27 hours oH cold treatment
SRX5371759,14.453278,cotyledon,--,3 hours oH cold treatment
SRX5371792,9.633155,cotyledon,--,Mock
SRX5371788,27.670681,flower,--,--
SRX5371768,21.00819,flower,--,--
SRX5371774,24.980385,hypocotyl,--,--
SRX5371764,18.259418,hypocotyl,--,--
SRX5371762,13.379207,hypocotyl,--,--
SRX5371778,19.954905,leaves,--,--
SRX5371770,30.737223,seed,--,--
SRX5371780,21.736692,seed,--,--
SRX5371782,11.972582,flower,--,--
SRX3345260,19.56429,root,--,Pseudomonas simiae WCS417
SRX3345272,16.724905,root,--,Pseudomonas simiae WCS417
SRX3345234,19.086136,root,--,Pseudomonas simiae WCS417
SRX3345255,20.185265,root,--,Pseudomonas simiae WCS417
SRX3345247,19.457556,root,--,chitin
SRX3345240,17.432579,root,--,chitin
SRX3345220,18.366796,root,--,chitin
SRX3345216,17.078268,root,--,chitin
SRX3345261,17.742382,root,--,--
SRX3345263,20.894558,root,--,Mock
SRX3345251,18.341524,root,--,Mock
SRX3345237,15.46836,root,--,Mock
SRX3345218,17.817719,root,--,Mock
SRX3345245,20.292992,root,--,Hlg22(Pseudomonas aeruginosa)
SRX3345269,20.909744,root,--,Hlg22(Pseudomonas aeruginosa)
SRX3345222,19.825235,root,--,Hlg22(Pseudomonas aeruginosa)
SRX3345243,22.04602,root,--,Hlg22(Pseudomonas simiae WCS417)
SRX3345275,19.149828,root,--,Hlg22(Pseudomonas simiae WCS417)
SRX3345228,15.024879,root,--,Hlg22(Pseudomonas aeruginosa)
SRX3259643,13.296856,aerial seedling,wild type,low light intensity
SRX3241540,17.7597,leaves,--,Mock
SRX3276474,36.14046,whole seedling,--,auxin modulator
SRX3276475,41.484722,whole seedling,--,control
SRX3401238,16.49583,leaves,not collected,plants were grown on soil Hor 49 days
SRX3401237,13.39735,leaves,not collected,plants were grown on soil Hor 49 days
SRX3457846,29.610748,cotyledon,Col-0,CLE26
SRX3457850,32.323673,cotyledon,Col-0,CLE45
SRX3457848,31.177492,cotyledon,Col-0,Mock
SRX3547092,16.698334,seedlings,wild type,DMSO
SRX3547095,21.896496,seedlings,wild type,isoxaben
SRX3547098,16.610296,seedlings,Isoxaben-resistant mutant ixr1-1,DMSO
SRX3547101,20.90286,seedlings,Isoxaben-resistant mutant ixr1-1,isoxaben
GSM4029329,16.664139,2-week seedlings,wild type,cordycepin for 0 hour
GSM4029335,15.316945,2-week seedlings,wild type,cordycepin for 1 hour
GSM4029338,14.742595,2-week seedlings,wild type,cordycepin for 2 hours
GSM4029341,14.952388,2-week seedlings,wild type,cordycepin for 4 hours
GSM4029344,16.01721,2-week seedlings,wild type,cordycepin for 8 hours
SRX3742577,12.801056,seedlings,wild type,--
SRX3807348,6.096635,leaves,PSR2-5,--
SRX3807352,10.009963,leaves,Col,--
GSM3294424,7.100431,inflorescences,wild type,--
GSM3294422,13.687933,inflorescences,wild type,--
GSM3294428,11.373458,inflorescences,dbr1-2 mutant,--
GSM3294426,15.177958,inflorescences,dbr1-2 mutant,--
SRX4488591,39.099792,rosette leaf,--,drought
SRX4488625,11.119016,rosette leaf,--,drought
SRX4488606,13.053298,rosette leaf,--,well water
SRX4488615,16.53649,rosette leaf,--,well water
SRX4488609,11.303598,rosette leaf,--,well water
SRX4546504,7.9203606,leaves,--,C234-inHiltrated*
SRX4546506,10.660912,leaves,--,mock-treated
SRX4546500,9.824846,leaves,--,Pseudomonas syringae pv. maculicola-inHected (Psm)*
SRX4546501,10.986681,leaves,--,both P. syringae and C234-inHected*
SRX4599564,12.505545,shoot,35S:GRF5,4h 21C mock
SRX4599566,27.107124,shoot,35S:GRF5,4h 4C GA
SRX4599562,22.097437,shoot,35S:GRF5,4h 4C mock
SRX4599577,15.37303,shoot,35S:miR396b,4h 21C mock
SRX4599571,20.447908,shoot,35S:miR396b,4h 4C GA
SRX4599574,22.8261,shoot,35S:miR396b,4h 4C mock
SRX4599582,14.162251,shoot,wild type,4h 21C mock
SRX4599580,27.16809,shoot,wild type,4h 4C GA
SRX4599581,24.781721,shoot,wild type,4h 4C mock
SRX4633181,20.817375,leaf,Hrip1-OX transgenic line,transgene
SRX4633179,15.616674,leaf,wild type,--
SRX4668103,35.385666,seedling,wild type,Drought*
SRX4668099,15.832713,seedling,wild type,Normal*
SRX4668101,37.771004,seedling,jmj17,Drought*
SRX4668097,15.099241,seedling,jmj17,Normal*
SRX5016264,13.208733,Leaves,wild type,Pst DC3000 treatment
SRX5016269,9.2175045,Leaves,wild type,Mock
SRX5016268,11.109946,Leaves,eds1*,Pst DC3000 treatment
SRX5016266,15.68852,Leaves,rgl3*,Pst DC3000 treatment
GSM3466503,9.173206,gynoecia,wild type,--
GSM3466521,20.264454,stamens,wild type,--
GSM3466513,10.340794,gynoecia,Pstk_axr3,--
GSM3466517,6.956439,gynoecia,arf6 Pstk_axr3 15-5,--
GSM3466518,8.5440445,gynoecia,arf6 Pstk_axr3 15-5,--
GSM3466507,9.867887,gynoecia,arf6arf8,--
GSM3466524,18.547417,stamens,arf6arf8,--
GSM3466509,9.019591,gynoecia,mARF8 3B,--
GSM3466526,19.707253,stamens,mARF8 4B,--
GSM3466740,8.727625,Apical portions of plants (cut in hypocotyl),wild type,--
GSM3466746,8.138363,Apical portions of plants (cut in hypocotyl),SOB3-D,--
GSM3466749,9.661958,Apical portions of plants (cut in hypocotyl),pif4-101 pif5(pil6-1) pif7-1,--
GSM3466743,7.0850897,Apical portions of plants (cut in hypocotyl),sob3-6,--
SRX5112494,34.504967,leaves,--,--
SRX5431766,20.38551,7-day-old root tips,wild type,0.5 MS / 0.8% agar / 0.3% sucrose
SRX5431764,18.887684,7-day-old root tips,bri3,0.5 MS / 0.8% agar / 0.3% sucrose
SRX5431762,25.619122,7-day-old root tips,bri3-RESCUED,0.5 MS / 0.8% agar / 0.3% sucrose
SRX5507270,44.166122,seed,--,--
SRX5507267,24.003023,seed,--,--
SRX5507273,54.425297,seed,--,--
SRX5507294,67.09426,seed,--,--
SRX5507298,41.657127,seed,--,--
SRX5507296,64.51862,seed,--,--
SRX5507274,39.972355,seed,--,--
SRX5507277,22.218273,seed,--,--
SRX5507266,50.536366,seed,--,--
SRX5507281,40.43974,seed,--,--
SRX5507284,29.996325,seed,--,--
SRX5507278,45.987457,seed,--,--
SRX5733589,21.748165,seedling,atms1,--
GSM3834758,22.230915,leaves no. 5-6th darkened for 5 days,wild type,--
GSM3834756,12.808435,uncovered leaves,wild type,--
SRX6422635,18.006493,Root,wild type,dark
SRX6422629,24.502548,Root,hy5 mutant,light
SRX6422633,20.952274,Root,wild type,light
SRX6422631,18.521345,Root,hy5 mutant,dark
SRX6666359,20.734737,7-day-old root tips,wild type,0.5 MS / 0.8% agar / 0.3% sucrose
SRX6666361,21.286,7-day-old root tips,bb,0.5 MS / 0.8% agar / 0.3% sucrose
SRX6666363,20.798159,7-day-old root tips,jmj14,0.5 MS / 0.8% agar / 0.3% sucrose
GSM4038494,9.498236,aerial part,wild type,--
SRX6960116,11.112522,cotyledon,wild type,--
SRX6960117,20.343273,root,wild type,--
SRX7070831,22.752876,7-day-old root tips,brx-2 jmj14-1,0.5 MS / 0.8% agar / 0.3% sucrose
SRX7070829,26.30365,7-day-old root tips,brx-2,0.5 MS / 0.8% agar / 0.3% sucrose
SRX7418517,18.133844,Leaves,--,--
SRX7418523,23.60242,Leaves,--,--
SRX7418520,17.538292,Leaves,--,--
SRX7759651,26.480051,root tip,wild type,CK
SRX7759652,25.049673,root tip,wild type,CK
SRX7759653,27.793911,root tip,wild type,water potential gradient assay*
SRX7759654,29.380043,root tip,wild type,water potential gradient assay*
SRX7759655,27.159624,root tip,IREW,CK
SRX7759657,25.641699,root tip,IREW,water potential gradient assay*
SRX8094380,13.518842,inflorescence,--,--
DRX014762,16.678425,seedlings,rfl2,--
DRX014760,17.426128,seedlings,wild type,--
DRX029882,13.456536,whole plant,--,--
DRX028726,20.152182,inflorescence meristems,--,--
DRX028729,19.485878,inflorescence meristems,--,--
DRX028720,15.170241,meristems and young leaves,--,--
DRX028723,12.14537,meristems and young leaves,--,--
